17:50:37.154342 IP 10.0.2.120.xbox > 65.55.42.180.xbox: UDP, length 36
17:52:32.243036 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.254524 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.260905 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.268382 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.276950 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.288217 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.293524 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.300165 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.310258 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.322453 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.327083 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.336463 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.343963 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.358046 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.359891 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.370224 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.377372 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.386812 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.394172 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.404524 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.410451 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.418398 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.427081 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.437614 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.444357 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.454515 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.460387 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.477397 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.489140 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.489159 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.494042 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.502031 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.510704 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 88
17:52:32.520192 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.529443 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.536040 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.544323 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.554149 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.560609 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.570201 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.577888 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.591176 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.594437 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.602356 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.610823 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.620262 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.628255 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.636075 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.645239 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.654200 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.661218 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.672198 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.677830 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.688202 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.694277 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.708417 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.710895 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.724678 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.727621 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.736302 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.744228 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.754238 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.761623 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.770598 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.778356 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.790118 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.794466 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.802074 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.811731 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.820265 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.827934 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.836199 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.844034 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.854095 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.861207 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.874241 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.877783 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.888093 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.894847 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.908692 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.911936 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.927877 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.944730 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 48
17:52:32.950283 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.954451 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.961418 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.962591 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.972399 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.978033 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.988201 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.994878 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.006234 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.011032 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.020121 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.028313 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.040331 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.045121 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.054102 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.061023 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.070200 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:33.077477 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.088209 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.094585 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.103155 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.110974 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.118406 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.127142 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.136255 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.143995 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.156320 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.161208 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.170591 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:33.178279 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 80
17:52:33.190115 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.194433 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.202161 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.211364 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.220450 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.227564 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.240245 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.244110 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.256839 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.260399 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.272384 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.277422 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.288234 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.294730 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.304590 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.311563 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.322743 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.327521 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.336202 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.344997 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.350234 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 40
17:52:33.361030 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.370090 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 72
17:52:33.377905 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.388065 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.394453 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.406083 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.410881 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.424259 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.429757 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.444336 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.444398 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.454069 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.461769 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.468265 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.478310 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.488179 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.495274 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.508494 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.511458 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.522412 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.528285 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.540106 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.547576 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.554258 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.562458 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.570071 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.578630 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.588412 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.595544 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.606472 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.612044 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.626188 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.628950 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.638225 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.646639 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.657906 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.663073 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.670220 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.679299 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.687442 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.695739 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.704627 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.711897 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.724232 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.728726 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.736085 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.744955 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.758155 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.762071 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.778824 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.790798 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.802187 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.806170 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.810139 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.813257 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.826305 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.829492 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.840364 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.845567 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.854575 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.862489 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.871290 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.878927 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.888543 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.895761 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.906406 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.913474 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.924893 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.929514 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:33.944453 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.945986 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:52:33.954461 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.963374 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:33.975015 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.978661 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:33.990227 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:33.995992 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:34.006635 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:34.012743 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:34.024918 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:34.028697 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:34.042367 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:34.045645 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:34.054206 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:34.062930 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:34.077417 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:34.079738 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:34.088238 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:34.095871 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:34.106229 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
